rowID,playerID,gameID,game_date,away,opp,game_result,passYDS,passTD,passINT,rushYDS,rushTD,rec,recYDS,recTD,krtd,prtd,passBonus,rushBonus,recBonus,fpts
499,32,3,1990-12-16,1,KAN,W 27-10,527,3,0,2,0,0,0,0,0,0,3,0,0,36.28
500,32,4,1986-11-30,1,CLE,L 10-13,68,0,4,4,0,0,0,0,0,0,0,0,0,-0.88
501,32,5,1990-11-18,1,CLE,W 35-23,322,5,0,15,0,0,0,0,0,0,3,0,0,37.38
502,32,6,1984-11-18,0,NYJ,W 31-20,207,3,0,5,0,0,0,0,0,0,0,0,0,20.78
503,32,7,1987-11-15,1,PIT,W 23-3,239,2,0,6,0,0,0,0,0,0,0,0,0,18.16
504,32,8,1988-10-16,1,PIT,W 34-14,174,2,0,0,0,0,0,0,0,0,0,0,0,14.96
505,32,9,1990-10-14,0,CIN,W 48-17,369,5,1,19,0,0,0,0,0,0,3,0,0,38.66
506,32,10,1993-11-14,1,CIN,W 38-3,225,4,0,0,0,0,0,0,0,0,0,0,0,25
507,32,11,1984-11-25,1,CLE,L 10-27,84,0,2,4,0,0,0,0,0,0,0,0,0,1.76
508,32,12,1986-10-26,0,RAI,L 17-28,304,0,4,9,0,0,0,0,0,0,3,0,0,12.06
509,32,13,1989-12-03,1,PIT,W 23-16,171,2,0,21,0,0,0,0,0,0,0,0,0,16.94
510,32,14,1985-11-10,1,BUF,L 0-20,22,0,3,-1,0,0,0,0,0,0,0,0,0,-2.22
511,32,15,1989-12-17,1,CIN,L 7-61,96,0,2,0,0,0,0,0,0,0,0,0,0,1.84
512,32,16,1989-10-01,0,MIA,W 39-7,254,2,0,6,0,0,0,0,0,0,0,0,0,18.76
